"합계",성동구,금호1가동,647,282,68,73,98,2,41,8,22,34,2,4,4,-,7,2
"합계",성동구,금호4가동,530,206,59,53,85,5,39,15,19,31,1,6,2,2,3,4
"합계",성동구,성수1가1동,551,239,44,68,88,7,38,10,18,19,2,7,7,-,-,4
"합계",성동구,성수1가2동,434,190,38,43,83,3,27,6,12,17,1,4,2,-,8,-
"합계",성동구,성수2가1동,701,335,56,70,112,5,42,13,18,28,2,3,8,1,7,1
"합계",성동구,성수2가3동,418,180,34,42,63,4,34,11,16,19,3,2,6,1,3,-
"합계",성동구,송정동,471,210,41,49,61,3,35,10,18,33,1,2,2,-,3,3
"합계",성동구,용답동,616,262,61,56,96,2,36,3,58,28,1,4,6,-,3,-
"합계",성동구,왕십리도선동,999,403,121,113,146,12,62,28,44,49,1,4,4,1,7,4
"합계",성동구,금호2.3가동,936,412,86,92,158,3,63,15,28,50,-,7,9,-,11,2
"합계",성동구,옥수동,694,301,76,72,101,2,34,21,28,32,1,6,10,-,9,1
"합계",성동구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",광진구,소계,12171,5198,1163,1288,1885,96,831,233,514,630,30,60,68,10,120,45
"합계",광진구,화양동,531,225,44,66,93,4,30,9,21,23,1,2,2,-,10,1
"합계",광진구,군자동,798,368,75,80,111,7,52,9,37,45,-,5,2,-,4,3
"합계",광진구,중곡1동,661,280,52,71,112,9,45,10,36,31,1,2,3,1,6,2
"합계",광진구,중곡2동,883,364,88,88,148,8,60,15,50,40,1,7,3,-,8,3
"합계",광진구,중곡3동,746,336,57,75,93,8,60,7,47,36,7,4,6,2,6,2
"합계",광진구,중곡4동,1274,578,120,124,186,11,84,18,66,52,4,9,5,1,13,3
"합계",광진구,능동,374,153,34,48,58,2,30,5,15,20,-,1,1,-,4,3
"합계",광진구,구의1동,809,340,84,100,115,7,52,16,30,49,1,3,4,1,3,4
"합계",광진구,구의2동,1034,439,99,112,160,3,78,18,39,57,6,3,5,1,8,6
"합계",광진구,구의3동,794,318,97,81,122,8,56,30,21,37,2,5,6,1,7,3
"합계",광진구,광장동,719,300,81,80,93,3,57,27,20,31,-,4,10,-,11,2
"합계",광진구,자양1동,913,380,76,102,151,9,59,15,29,63,3,5,3,3,9,6
"합계",광진구,자양2동,921,380,100,98,147,3,74,15,38,44,-,5,7,-,8,2
"합계",광진구,자양3동,788,313,75,74,143,8,48,31,23,48,3,2,6,-,12,2
"합계",광진구,자양4동,926,424,81,89,153,6,46,8,42,54,1,3,5,-,11,3
"합계",광진구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",동대문구,소계,15425,6813,1485,1490,2556,139,937,229,641,728,37,72,117,19,124,38
"합계",동대문구,회기동,298,123,33,22,58,3,16,8,13,13,-,2,1,-,5,1
"합계",동대문구,휘경1동,478,216,51,53,61,5,27,11,17,21,-,3,5,1,6,1
"합계",동대문구,휘경2동,886,410,98,87,119,7,49,16,34,45,3,4,1,2,8,3
"합계",동대문구,청량리동,1204,556,104,121,192,12,64,10,66,51,1,4,11,2,8,2
"합계",동대문구,용신동,1658,728,154,152,334,12,94,18,63,73,4,5,10,1,10,-
"합계",동대문구,제기동,1302,586,120,127,240,10,68,8,56,54,6,4,7,1,10,5
"합계",동대문구,전농1동,1518,671,136,150,268,9,93,20,65,60,2,6,13,1,17,7
"합계",동대문구,전농2동,866,376,90,78,149,9,56,10,29,43,2,5,6,1,6,6
"합계",동대문구,답십리2동,1401,621,137,157,217,13,81,21,53,68,2,9,12,1,8,1
"합계",동대문구,장안1동,1648,732,155,156,248,15,115,32,77,83,8,6,12,-,5,4
"합계",동대문구,장안2동,1366,584,130,133,188,14,112,29,50,78,2,10,13,2,19,2
"합계",동대문구,이문1동,754,325,79,61,122,13,47,11,34,36,3,7,4,1,10,1
"합계",동대문구,이문2동,986,448,88,91,172,4,56,20,36,44,1,3,11,3,7,2
"합계",동대문구,답십리1동,1060,437,110,102,188,13,59,15,48,59,3,4,11,3,5,3
"합계",동대문구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",중랑구,소계,20307,9086,2074,2103,2714,183,1375,296,897,1035,49,138,108,17,164,68
"합계",중랑구,면목2동,1245,578,121,148,168,10,75,16,50,58,2,6,3,-,7,3
"합계",중랑구,면목4동,1255,536,122,108,160,12,97,21,94,64,5,9,10,1,11,5
"합계",중랑구,면목5동,654,285,62,65,94,10,46,15,24,33,-,6,2,1,10,1
"합계",중랑구,면목7동,1002,461,79,116,159,12,55,15,45,43,1,4,6,-,6,-
"합계",중랑구,상봉1동,1387,584,141,144,166,15,119,20,79,79,4,17,4,-,11,4
"합계",중랑구,상봉2동,809,345,95,107,106,7,38,9,29,50,1,6,6,1,6,3
"합계",중랑구,중화1동,933,416,102,86,145,6,71,14,26,44,5,7,2,-,7,2
"합계",중랑구,중화2동,1433,636,146,161,192,9,96,19,63,74,3,9,7,3,13,2
"합계",중랑구,묵1동,1413,640,129,146,206,11,93,21,56,70,5,4,13,-,12,7
"합계",중랑구,묵2동,899,400,88,101,130,4,66,15,27,45,1,7,6,-,8,1
"합계",중랑구,망우3동,945,427,89,102,127,12,66,10,44,40,1,6,8,-,7,6
"합계",중랑구,신내1동,2002,871,248,183,273,19,149,34,61,112,-,17,12,3,13,7
"합계",중랑구,신내2동,1495,642,157,132,182,10,111,31,93,85,5,14,10,2,13,8
"합계",중랑구,면목본동,1629,797,158,171,190,16,105,16,66,73,3,8,6,1,15,4
"합계",중랑구,면목3.8동,1266,588,123,143,161,15,65,12,63,65,4,7,3,3,7,7
"합계",중랑구,망우본동,1940,880,214,190,255,15,123,28,77,100,9,11,10,2,18,8
"합계",중랑구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",성북구,소계,17032,7270,1695,1866,2630,160,1187,303,616,845,34,89,126,18,146,47
"합계",성북구,돈암1동,601,255,60,65,122,2,25,14,15,28,-,4,5,-,5,1
"합계",성북구,돈암2동,687,274,79,74,106,4,39,24,19,43,3,2,6,-,11,3
"합계",성북구,안암동,550,211,57,57,80,6,67,12,20,29,1,2,4,2,1,1
"합계",성북구,보문동,616,261,65,71,83,13,35,8,24,31,2,6,5,1,9,2
"합계",성북구,정릉1동,629,269,58,75,103,7,40,14,21,29,-,3,6,-,4,-
"합계",성북구,정릉2동,955,393,103,106,143,9,60,16,42,50,3,9,6,1,10,4
"합계",성북구,정릉3동,671,298,66,57,115,1,46,11,24,39,-,2,4,-,5,3
"합계",성북구,정릉4동,1038,440,101,109,157,14,70,16,46,57,-,5,8,1,10,4
"합계",성북구,길음1동,984,399,97,115,158,8,77,28,30,45,2,4,10,-,9,2
"합계",성북구,길음2동,751,330,63,75,125,8,59,15,16,41,2,1,8,1,7,-
"합계",성북구,월곡1동,1128,498,114,106,159,9,82,32,47,52,-,6,11,3,6,3
"합계",성북구,월곡2동,883,397,102,86,126,7,50,4,38,49,1,3,5,1,9,5
"합계",성북구,장위1동,1132,467,96,125,156,12,112,20,46,56,6,11,8,1,11,5
"합계",성북구,장위2동,671,290,57,62,108,7,60,5,34,32,2,3,3,1,6,1
"합계",성북구,장위3동,601,271,61,71,69,4,49,12,17,33,-,1,4,1,6,2
"합계",성북구,성북동,524,196,55,68,92,10,46,13,11,23,-,2,4,-,1,3
"합계",성북구,삼선동,799,346,85,86,124,3,56,11,42,28,1,7,4,1,5,-
"합계",성북구,동선동,526,200,51,101,75,3,31,6,19,24,1,4,4,1,6,-
"합계",성북구,종암동,1562,679,160,147,279,18,85,28,49,79,7,5,10,2,9,5
"합계",성북구,석관동,1724,796,165,210,250,15,98,14,56,77,3,9,11,1,16,3
"합계",성북구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강북구,소계,16974,7104,1610,1908,2824,152,1240,217,734,782,31,96,87,6,133,50
"합계",강북구,번1동,940,406,100,109,169,8,46,8,36,40,1,6,4,-,6,1
"합계",강북구,번2동,1311,522,123,135,217,13,114,17,66,64,3,12,6,1,12,6
"합계",강북구,번3동,1945,820,195,179,302,15,146,10,123,104,6,20,9,-,7,9
"합계",강북구,수유1동,1250,465,113,202,183,13,111,19,58,58,1,10,1,-,13,3
"합계",강북구,수유2동,1095,441,100,147,169,2,82,21,50,54,4,4,10,-,11,-
"합계",강북구,수유3동,1126,478,99,125,197,7,74,19,48,56,1,6,3,-,7,6
"합계",강북구,삼양동,1290,556,107,152,203,12,114,21,43,50,1,4,12,-,11,4
"합계",강북구,미아동,1148,482,94,134,225,11,66,12,43,50,3,5,7,2,9,5
"합계",강북구,송중동,1366,601,104,155,250,14,94,19,51,53,1,5,6,1,10,2
"합계",강북구,송천동,1455,636,139,156,262,17,91,8,52,69,2,5,6,-,10,2
"합계",강북구,삼각산동,1262,542,124,129,213,12,82,26,46,56,1,9,9,1,9,3
"합계",강북구,우이동,1037,429,118,100,155,8,87,10,44,59,4,4,6,-,11,2
"합계",강북구,인수동,1745,724,193,184,279,20,133,27,74,69,3,6,8,1,17,7
"합계",강북구,기타,4,2,1,1,-,-,-,-,-,-,-,-,-,-,-,-
"합계",도봉구,소계,15276,6317,1628,1618,2399,107,1140,235,687,750,33,68,100,17,137,40
"합계",도봉구,쌍문1동,1120,455,104,133,162,13,88,16,50,54,4,8,14,1,16,2
"합계",도봉구,쌍문2동,906,385,81,95,142,6,67,18,44,50,1,4,4,1,6,2
"합계",도봉구,쌍문3동,848,361,73,89,137,6,66,14,43,40,1,5,6,1,5,1
"합계",도봉구,쌍문4동,646,282,53,61,109,6,49,15,17,36,1,2,5,-,5,5
"합계",도봉구,방학1동,1465,608,148,153,231,9,110,27,68,75,4,7,11,-,9,5
"합계",도봉구,방학2동,1259,492,144,128,185,13,109,14,77,56,2,6,5,4,15,9
"합계",도봉구,방학3동,1044,420,159,92,161,12,73,17,36,49,2,6,9,-,7,1
"합계",도봉구,창1동,989,404,112,106,168,4,59,11,48,55,2,2,8,1,6,3
"합계",도봉구,창2동,1335,575,135,142,206,9,91,17,55,71,3,7,7,1,12,4
"합계",도봉구,창3동,793,322,97,90,118,7,64,12,33,37,-,3,3,1,6,-
"합계",도봉구,창4동,950,394,99,102,146,3,73,15,33,60,1,4,5,1,12,2
"합계",도봉구,창5동,970,389,119,121,156,3,59,18,41,30,3,5,7,3,13,3
"합계",도봉구,도봉1동,1469,599,143,146,233,8,127,18,92,70,6,5,7,2,11,2
"합계",도봉구,도봉2동,1482,631,161,160,245,8,105,23,50,67,3,4,9,1,14,1
"합계",도봉구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",노원구,소계,26425,10829,2704,2694,3821,233,2342,454,1467,1194,84,150,123,32,196,102
"합계",노원구,월계1동,928,395,83,91,164,8,76,20,29,41,3,3,4,2,7,2
"합계",노원구,월계2동,2213,924,219,204,297,19,185,32,186,93,6,16,6,3,17,6
"합계",노원구,월계3동,1933,791,187,191,308,21,148,20,119,89,4,20,10,-,16,9
"합계",노원구,공릉2동,1359,576,142,141,198,8,106,30,54,62,4,3,12,2,15,6
"합계",노원구,하계1동,1953,729,187,180,265,15,261,40,163,77,1,12,5,4,5,9
"합계",노원구,하계2동,983,392,103,101,154,14,79,19,43,55,1,6,7,-,6,3
"합계",노원구,중계본동,724,308,87,59,82,6,86,24,17,29,3,5,8,1,6,3
"합계",노원구,중계1동,714,313,72,73,100,4,49,21,24,37,4,11,2,1,2,1
"합계",노원구,중계4동,1433,560,142,137,230,12,116,15,129,60,2,7,5,1,10,7
"합계",노원구,상계1동,1899,749,192,256,250,17,201,40,62,84,5,11,14,1,14,3
"합계",노원구,상계2동,876,350,90,94,133,9,83,14,50,35,2,2,2,-,9,3
"합계",노원구,상계5동,1291,521,135,138,200,10,101,17,64,70,7,4,9,-,9,6
"합계",노원구,상계8동,731,305,77,95,102,8,47,17,30,31,2,2,5,2,4,4
"합계",노원구,상계9동,730,293,79,71,123,5,61,15,27,38,4,1,3,3,7,-
"합계",노원구,상계10동,561,219,46,59,100,11,42,23,20,28,-,-,5,1,4,3
"합계",노원구,상계3.4동,1682,706,184,182,257,9,139,22,59,75,11,7,8,2,13,8
"합계",노원구,상계6.7동,1266,525,134,151,170,9,114,27,44,61,2,11,3,2,11,2
"합계",노원구,중계2.3동,2987,1236,336,271,392,29,275,36,224,121,11,15,7,4,19,11
"합계",노원구,공릉1동,2162,937,209,200,296,19,173,22,123,108,12,14,8,3,22,16
"합계",노원구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",은평구,소계,21517,8585,2160,2280,3328,173,1864,457,1127,934,50,124,161,25,184,65
"합계",은평구,녹번동,1628,686,162,178,278,19,118,22,64,65,3,6,9,3,13,2
"합계",은평구,불광1동,1672,676,162,197,271,13,107,28,73,97,4,9,19,1,12,3
"합계",은평구,갈현1동,699,278,64,83,115,3,54,16,41,30,1,3,6,-,5,-
"합계",은평구,갈현2동,1256,527,99,132,190,16,106,20,74,55,6,8,12,-,8,3
"합계",은평구,구산동,2143,626,223,158,234,15,398,42,315,59,1,27,15,3,22,5
"합계",은평구,대조동,1230,510,127,142,211,9,65,24,58,57,3,6,3,1,11,3
"합계",은평구,응암1동,1358,582,143,152,230,9,75,26,49,55,7,6,10,1,10,3
"합계",은평구,응암2동,977,384,106,88,150,8,72,35,48,53,3,7,8,2,7,6
"합계",은평구,신사1동,1246,491,118,152,173,15,145,25,49,49,1,7,5,2,10,4
"합계",은평구,신사2동,883,374,75,85,125,9,83,19,31,54,3,6,5,-,9,5
"합계",은평구,증산동,804,343,73,72,138,5,57,15,34,39,2,3,8,2,9,4
"합계",은평구,수색동,798,317,92,100,122,2,67,21,24,32,1,3,9,2,6,-
"합계",은평구,진관동,1932,792,211,231,274,10,130,82,53,80,7,10,22,2,24,4
"합계",은평구,불광2동,1422,556,129,163,257,14,101,27,67,64,5,2,8,2,16,11
"합계",은평구,응암3동,1340,550,144,145,227,11,91,18,57,56,2,10,12,2,10,5
"합계",은평구,역촌동,2129,893,232,202,333,15,195,37,90,89,1,11,10,2,12,7
"합계",은평구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",서대문구,소계,12152,5028,1251,1264,1907,105,837,227,508,682,23,51,110,11,114,34
"합계",서대문구,천연동,688,276,62,84,98,5,49,12,39,37,4,5,6,1,7,3
"합계",서대문구,홍제1동,948,382,89,105,154,10,83,24,29,54,-,2,7,1,5,3
"합계",서대문구,홍제3동,872,365,87,102,152,8,54,9,24,43,1,6,7,-,12,2
"합계",서대문구,홍제2동,583,236,69,68,102,8,27,6,25,29,1,2,4,-,4,2
"합계",서대문구,홍은1동,1030,441,103,114,169,13,62,21,34,45,-,3,10,2,10,3
"합계",서대문구,홍은2동,1262,521,120,115,166,7,113,32,60,82,1,7,16,2,16,4
"합계",서대문구,남가좌1동,550,238,75,49,76,4,27,15,13,33,2,3,5,-,6,4
"합계",서대문구,남가좌2동,1184,507,119,112,169,16,83,19,68,53,2,7,12,1,12,4
"합계",서대문구,북가좌1동,676,286,79,70,95,5,53,13,18,39,1,3,2,2,7,3
"합계",서대문구,북가좌2동,1519,637,132,142,253,16,106,23,86,92,5,2,9,-,14,2
"합계",서대문구,충현동,725,287,83,82,134,3,40,9,28,45,3,1,7,-,3,-
"합계",서대문구,북아현동,519,215,45,61,94,4,29,13,17,26,1,4,8,-,2,-
"합계",서대문구,신촌동,455,159,46,49,73,3,33,10,23,40,2,2,6,2,6,1
"합계",서대문구,연희동,1141,478,142,111,172,3,78,21,44,64,-,4,11,-,10,3
"합계",서대문구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",마포구,소계,12747,5133,1359,1464,2031,118,878,270,501,653,26,55,92,15,113,39
"합계",마포구,용강동,600,250,63,66,111,9,35,13,20,25,-,1,1,1,3,2
"합계",마포구,대흥동,452,186,53,50,79,1,22,9,20,24,1,2,-,-,3,2
"합계",마포구,염리동,527,208,50,69,77,6,33,9,29,32,1,-,4,1,5,3
"합계",마포구,신수동,663,278,75,67,105,10,40,16,20,35,-,3,6,2,3,3
"합계",마포구,서교동,638,266,69,86,100,4,38,15,11,33,1,1,6,1,5,2
"합계",마포구,합정동,529,209,53,75,90,-,32,4,21,28,-,1,5,-,10,1
"합계",마포구,망원1동,753,315,77,82,111,10,53,12,29,49,1,2,4,1,5,2
"합계",마포구,망원2동,760,306,97,91,125,11,37,12,24,41,1,5,4,-,4,2
"합계",마포구,연남동,477,211,47,57,70,5,27,10,13,17,-,3,7,-,8,2
"합계",마포구,성산1동,679,280,54,79,106,4,39,20,31,41,6,5,9,1,4,-
"합계",마포구,성산2동,1956,758,214,211,297,17,186,27,99,88,6,9,9,2,24,9
"합계",마포구,상암동,1150,448,125,128,159,5,106,34,41,69,6,6,14,1,6,2
"합계",마포구,도화동,707,260,70,85,136,9,41,15,36,36,-,7,8,1,3,-
"합계",마포구,서강동,671,272,85,67,108,6,42,18,17,35,1,1,4,1,11,3
"합계",마포구,공덕동,1455,582,150,178,235,14,108,29,68,62,1,7,7,1,10,3
"합계",마포구,아현동,730,304,77,73,122,7,39,27,22,38,1,2,4,2,9,3
"합계",마포구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",양천구,소계,17673,7290,1739,1730,3263,147,1215,378,625,792,54,90,149,16,141,44
"합계",양천구,목1동,689,259,79,75,105,6,60,29,23,29,4,3,10,-,7,-
"합계",양천구,목2동,1038,427,95,113,186,7,60,21,50,52,2,6,7,3,7,2
"합계",양천구,목3동,904,370,73,88,174,9,72,13,43,41,4,5,6,-,5,1
"합계",양천구,목4동,828,341,73,77,160,8,58,22,35,34,1,2,9,1,6,1
"합계",양천구,신월1동,1272,551,134,124,213,11,81,18,41,58,6,9,7,-,14,5
"합계",양천구,신월2동,1003,438,94,94,190,12,68,22,37,28,3,3,7,-,6,1
"합계",양천구,신월3동,990,409,93,90,187,8,69,9,55,41,2,3,9,1,9,5
"합계",양천구,신월4동,960,441,83,72,173,5,65,20,23,47,2,2,10,3,13,1
"합계",양천구,신월5동,714,320,58,79,117,9,40,16,28,29,1,3,6,2,5,1
"합계",양천구,신월6동,478,208,40,35,101,2,38,15,10,21,1,3,1,-,2,1
"합계",양천구,신월7동,1141,457,120,105,235,5,64,9,51,66,1,8,5,-,12,3
"합계",양천구,신정1동,555,202,66,65,107,2,36,23,10,25,2,-,11,1,4,1
"합계",양천구,신정2동,707,310,76,43,120,9,57,19,24,26,-,4,8,1,7,3
"합계",양천구,신정3동,2233,902,247,208,399,18,186,48,70,88,5,15,21,1,14,11
"합계",양천구,신정6동,447,162,47,60,69,5,33,16,11,28,4,2,5,-,5,-
"합계",양천구,신정7동,1380,547,129,142,311,12,74,32,46,55,-,10,6,-,13,3
"합계",양천구,목5동,721,266,94,72,124,4,42,24,18,59,5,1,9,-,1,2
"합계",양천구,신정4동,1613,680,138,188,292,15,112,22,50,65,11,11,12,3,11,3
"합계",양천구,기타,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",강서구,소계,28319,11373,2776,2756,4946,246,2070,470,1586,1376,55,179,160,28,181,117
"합계",강서구,염창동,1043,408,101,102,201,10,81,37,24,43,3,7,10,1,13,2
"합계",강서구,등촌1동,739,308,75,75,137,5,52,16,11,46,1,3,2,-,4,4
"합계",강서구,등촌2동,711,287,68,60,149,6,34,11,30,42,1,2,9,-,9,3
"합계",강서구,등촌3동,3647,1359,411,336,566,26,292,41,362,155,7,40,10,3,18,21
"합계",강서구,화곡본동,1398,569,142,146,219,14,112,27,58,84,2,5,4,-,11,5
"합계",강서구,화곡2동,781,325,60,75,160,4,49,16,25,48,2,2,3,1,5,6
"합계",강서구,화곡3동,827,302,100,95,164,11,48,15,31,40,3,5,7,1,1,4
"합계",강서구,화곡4동,966,409,94,91,175,7,56,18,45,48,3,4,5,-,8,3
"합계",강서구,화곡6동,1027,390,93,105,165,5,128,17,43,54,1,5,7,2,9,3
"합계",강서구,화곡8동,1030,430,90,113,186,14,67,16,39,45,1,4,9,3,10,3
"합계",강서구,가양1동,769,331,73,78,128,3,47,28,20,45,2,3,6,-,5,-
"합계",강서구,가양2동,2344,872,249,183,374,17,205,20,268,104,2,18,7,3,9,13
"합계",강서구,가양3동,1563,589,136,140,312,17,109,11,138,71,2,8,8,1,8,13
"합계",강서구,발산1동,1512,663,148,157,241,10,114,32,39,70,3,4,9,2,15,5
"합계",강서구,공항동,1264,511,125,123,210,12,97,32,43,71,6,10,10,4,5,5
"합계",강서구,방화1동,1788,748,172,183,333,13,121,35,43,96,3,10,12,1,15,3
"합계",강서구,방화2동,1600,651,146,142,303,21,128,14,91,68,3,13,3,3,10,4
"합계",강서구,방화3동,1930,814,194,167,331,17,119,15,140,87,1,22,5,1,9,8
"합계",강서구,화곡1동,2132,903,185,246,397,21,108,33,86,97,6,11,18,1,11,9
"합계",강서구,우장산동,1247,503,114,139,195,13,103,36,50,62,3,3,16,1,6,3
"합계",강서구,기타,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
"합계",구로구,소계,18906,7740,1681,1844,3752,179,1279,387,680,861,52,105,109,29,154,54
"합계",구로구,신도림동,962,404,81,96,153,7,80,34,25,43,1,8,13,1,13,3
"합계",구로구,구로1동,546,230,43,67,104,5,26,12,12,34,1,3,5,3,1,-
"합계",구로구,구로3동,931,402,78,105,171,5,55,19,33,34,2,2,7,2,15,1
"합계",구로구,구로4동,1271,536,95,129,275,6,79,17,42,60,4,9,5,3,8,3
"합계",구로구,구로5동,1187,498,126,118,227,14,59,25,27,61,8,3,9,1,10,1
"합계",구로구,고척1동,1152,501,108,102,218,13,79,21,30,42,3,3,10,5,11,6
